164989989	ACC	0.083358765	3.5643616	8.638702
164989999	ACC	0.083358765	3.5643616	8.638702
33917989	GYR	-0.38700867	-0.2939148	0.36813354
33917999	GYR	-0.38700867	-0.2939148	0.36813354
164990009	ACC	0.05229187	3.5517578	8.6818695
33918009	GYR	-0.39741516	-0.2889557	0.36843872
164990019	ACC	-0.3418274	3.406723	9.351486
33918019	GYR	-0.5323181	-0.23570251	0.37208557
164990029	ACC	0.031295776	3.694107	10.277267
33918029	GYR	-0.4449005	-0.39746094	0.36549377
164990039	ACC	0.51216125	3.6716309	10.670471
33918039	GYR	-0.3164978	-0.42926025	0.33624268
164990049	ACC	0.7302246	3.4717712	10.5486145
33918049	GYR	-0.19984436	-0.31802368	0.31184387
164990059	ACC	0.3728485	3.274643	10.455185
33918059	GYR	-0.13127136	-0.17082214	0.31518555
164990069	ACC	0.0776062	3.1038208	10.256195
33918069	GYR	-0.087631226	-0.088409424	0.35958862
164990079	ACC	0.18112183	2.9962769	9.466965
33918079	GYR	-0.04878235	-0.0521698	0.42585754
164990089	ACC	0.057632446	3.2989807	9.423538
33918089	GYR	-0.06262207	-0.03375244	0.46969604
164990099	ACC	0.3533783	3.6445007	9.488388
33918099	GYR	-0.13140869	0.055252075	0.47685242
164990109	ACC	0.6923065	3.6732483	9.321671
33918109	GYR	-0.20846558	0.18388367	0.47706604
164990119	ACC	0.6566467	3.497528	9.195343
33918119	GYR	-0.27973938	0.2668457	0.47895813
33918116	MAG	-0.82855225	-15.257263	-35.995483
33918135	MAG	-0.8102417	-14.729309	-36.31134
164990128	ACC	0.44233704	3.499527	9.324814
33918129	GYR	-0.32247925	0.23023987	0.47859192
164990138	ACC	0.19697571	3.5416718	9.483322
33918139	GYR	-0.3207245	0.14785767	0.46307373
33918154	MAG	-0.9536743	-13.961792	-36.77368
164990148	ACC	0.07626343	3.4627075	9.488556
33918148	GYR	-0.27737427	0.11846924	0.4295807
164990158	ACC	-0.028656006	3.3057861	9.525177
33918158	GYR	-0.22013855	0.12974548	0.3843994
33918173	MAG	-0.7324219	-13.938904	-37.06665
164990168	ACC	-0.17047119	3.0621338	9.662338
33918168	GYR	-0.16294861	0.16207886	0.35292053
164990178	ACC	-0.34588623	2.8539124	9.665543
33918178	GYR	-0.102142334	0.22486877	0.36502075
33918193	MAG	-0.7095337	-13.528442	-37.976074
164990188	ACC	-0.43588257	2.796814	9.495621
33918188	GYR	-0.047195435	0.30593872	0.41983032
164990198	ACC	-0.36238098	2.9171753	9.44017
33918198	GYR	0.0016937256	0.36062622	0.4886322
33918212	MAG	-0.5950928	-13.542175	-37.750244
164990208	ACC	-0.2579651	3.0631104	9.426544
33918208	GYR	0.05432129	0.39038086	0.5394287
164990218	ACC	-0.24824524	3.1235657	9.452194
33918218	GYR	0.100631714	0.39964294	0.5550537
33918231	MAG	-0.0030517578	-13.699341	-36.340332
164990228	ACC	-0.3322754	3.1554413	9.439194
33918228	GYR	0.13613892	0.3737793	0.54782104
164990238	ACC	-0.38453674	3.1267853	9.407776
33918238	GYR	0.16949463	0.3348999	0.5470123
33918250	MAG	0.28686523	-13.497925	-36.97357
164990248	ACC	-0.36460876	3.056549	9.509247
33918248	GYR	0.2020874	0.31111145	0.5608978
164990258	ACC	-0.39897156	2.9528656	9.645264
33918258	GYR	0.237854	0.32258606	0.5837555
33918270	MAG	0.340271	-14.0060425	-36.338806
164990268	ACC	-0.7292938	2.7710114	9.562424
33918268	GYR	0.2727661	0.36779785	0.6255951
164990278	ACC	-0.9854889	2.6647186	9.498962
33918278	GYR	0.2969818	0.3987732	0.70144653
33918289	MAG	1.2420654	-14.282227	-36.650085
164990288	ACC	-0.9963989	2.7631378	9.340546
33918288	GYR	0.31626892	0.39242554	0.77890015
164990298	ACC	-0.89790344	2.984436	9.002945
33918298	GYR	0.33654785	0.34587097	0.82502747
33918308	MAG	1.4770508	-14.466858	-36.141968
164990308	ACC	-0.7315979	3.2169037	8.564285
33918308	GYR	0.3506317	0.25842285	0.84199524
164990318	ACC	-0.4852295	3.3760529	8.049316
33918318	GYR	0.33868408	0.15646362	0.84243774
33918327	MAG	1.8081665	-14.839172	-36.320496
164990328	ACC	-0.25883484	3.468277	7.8096924
33918328	GYR	0.2922821	0.048309326	0.841095
164990338	ACC	0.04185486	3.64888	8.020187
33918338	GYR	0.22659302	-0.070007324	0.84646606
33918346	MAG	1.5563965	-14.950562	-36.483765
164990348	ACC	0.07807922	3.642746	8.245743
